in order time, x, y, psiz, xdot, ydot, psidot, speed, steering 
6.66, 1.93184934856787, 0.5887999688960701, 6.531033613525964e-05, -8.660184553943866e-07, 2.6349873318213374e-07, -3.840998822767412e-05, 0.0, 0.0
6.67, 1.931851211171553, 0.5887999688897079, 6.555264583688396e-05, -8.678375745204184e-07, 2.634000490692775e-07, -3.8409008314280977e-05, 0.0, 0.0
6.68, 1.9318530737650048, 0.5887999688833525, 6.579522858996567e-05, -8.696571111814347e-07, 2.6330135077900234e-07, -3.840802992322647e-05, 0.0, 0.0
6.69, 1.931854936348222, 0.5887999688770039, 6.603808423662639e-05, -8.714771156055406e-07, 2.632026566354447e-07, -3.840705315945654e-05, 0.0, 0.0
6.7, 1.9318567989212005, 0.5887999688706622, 6.628121253653095e-05, -8.732975784046565e-07, 2.631039134886374e-07, -3.840607773607125e-05, 0.0, 0.0
6.71, 1.9318588477396479, 0.5887999688636942, 6.654896838743654e-05, -8.753005611698188e-07, 2.6299529958385627e-07, -3.840500667308252e-05, 0.0, 0.0
6.72, 1.9318605240364293, 0.5887999688579995, 6.676828640698413e-05, -8.769397979780692e-07, 2.6290638430707986e-07, -3.84041316157716e-05, 0.0, 0.0
6.73, 1.9318623865786724, 0.5887999688516783, 6.701223156843408e-05, -8.787616431107773e-07, 2.628076024921021e-07, -3.840316083701057e-05, 0.0, 0.0
6.74, 1.9318642491106621, 0.588799968845364, 6.725644857631674e-05, -8.805838756388421e-07, 2.627088099927744e-07, -3.840219150798005e-05, 0.0, 0.0
6.75, 1.931866111632396, 0.5887999688390566, 6.750093724867249e-05, -8.824065912540829e-07, 2.626100026503107e-07, -3.840122379883656e-05, 0.0, 0.0
6.76, 1.9318679741438705, 0.5887999688327562, 6.77456973734043e-05, -8.842298900201202e-07, 2.625111599359646e-07, -3.840025753017318e-05, 0.0, 0.0
6.77, 1.9318698366450797, 0.5887999688264626, 6.799072870059766e-05, -8.860534988817752e-07, 2.624123082906132e-07, -3.839929272975196e-05, 0.0, 0.0
6.78, 1.9318716991360214, 0.5887999688201759, 6.823603103907181e-05, -8.878775015023761e-07, 2.6231343259229756e-07, -3.8398329611999526e-05, 0.0, 0.0
6.79, 1.931873561616694, 0.5887999688138962, 6.848160421425889e-05, -8.897021619773632e-07, 2.62214536827436e-07, -3.8397367824671605e-05, 0.0, 0.0
6.8, 1.931875424087092, 0.5887999688076233, 6.872744800867255e-05, -8.915272771892657e-07, 2.621156700462987e-07, -3.839640769163858e-05, 0.0, 0.0
6.81, 1.9318772865472107, 0.5887999688013574, 6.897356225760373e-05, -8.933528203695657e-07, 2.6201675328321763e-07, -3.839544885976464e-05, 0.0, 0.0
6.82, 1.9318791489970475, 0.5887999687950985, 6.921994665439246e-05, -8.951787911502579e-07, 2.6191781071721414e-07, -3.839449180495716e-05, 0.0, 0.0
6.83, 1.9318810114365985, 0.5887999687888464, 6.946660103605079e-05, -8.970051243490805e-07, 2.6181888388627744e-07, -3.839353619612611e-05, 0.0, 0.0
6.84, 1.9318828738658609, 0.5887999687826013, 6.971352524949094e-05, -8.988319868590358e-07, 2.6171990533374037e-07, -3.839258178835346e-05, 0.0, 0.0
6.85, 1.9318847362848302, 0.5887999687763633, 6.996071903415766e-05, -9.006593998876875e-07, 2.6162092490216404e-07, -3.839162924116406e-05, 0.0, 0.0
6.86, 1.931886598693503, 0.5887999687701321, 7.020818221838741e-05, -9.024871257095333e-07, 2.615219167267401e-07, -3.839067808473885e-05, 0.0, 0.0
6.87, 1.9318884610918756, 0.5887999687639079, 7.045591453310485e-05, -9.043154486534216e-07, 2.6142291286792824e-07, -3.838972839516272e-05, 0.0, 0.0
6.88, 1.9318903234799447, 0.5887999687576907, 7.070391587115255e-05, -9.061442006023674e-07, 2.6132389514081193e-07, -3.838878015348567e-05, 0.0, 0.0
6.89, 1.9318921858577065, 0.5887999687514806, 7.095218599987167e-05, -9.079733935086424e-07, 2.612248269803358e-07, -3.838783341673178e-05, 0.0, 0.0
6.9, 1.9318940482251559, 0.5887999687452773, 7.120072464709344e-05, -9.09803002727735e-07, 2.611257549472691e-07, -3.838688832139738e-05, 0.0, 0.0
6.91, 1.931895910582292, 0.588799968739081, 7.144953166265861e-05, -9.116329901589376e-07, 2.610267030910998e-07, -3.838594460316131e-05, 0.0, 0.0
6.92, 1.9318977729291096, 0.5887999687328919, 7.169860684983955e-05, -9.134635809455592e-07, 2.609275869697056e-07, -3.8385002291702905e-05, 0.0, 0.0
6.93, 1.931899635265605, 0.5887999687267096, 7.194795000304088e-05, -9.15294606461907e-07, 2.608285102622418e-07, -3.838406178566188e-05, 0.0, 0.0
6.94, 1.931901497591775, 0.5887999687205343, 7.219756088996872e-05, -9.17126024933075e-07, 2.607293735779336e-07, -3.8383122604980654e-05, 0.0, 0.0
6.95, 1.9319033599076156, 0.5887999687143662, 7.24474393205995e-05, -9.189579818546579e-07, 2.6063021258041027e-07, -3.8382184901283134e-05, 0.0, 0.0
6.96, 1.9319052222131232, 0.5887999687082051, 7.269758506044783e-05, -9.207902843175447e-07, 2.605310699294444e-07, -3.838124878432377e-05, 0.0, 0.0
6.97, 1.9319070845082948, 0.5887999687020511, 7.294799794160823e-05, -9.226231577796526e-07, 2.6043188682642625e-07, -3.838031401690828e-05, 0.0, 0.0
6.98, 1.931908946793126, 0.5887999686959041, 7.319867775132635e-05, -9.244564481974559e-07, 2.603326915564083e-07, -3.8379380843609104e-05, 0.0, 0.0
6.99, 1.9319108090676138, 0.588799968689764, 7.344962433945466e-05, -9.26290230505208e-07, 2.602334988189816e-07, -3.837844898579439e-05, 0.0, 0.0
7.0, 1.9319126713317545, 0.5887999686836312, 7.370083744104952e-05, -9.28124439531923e-07, 2.6013427071440227e-07, -3.8377518945765634e-05, 0.0, 0.0
7.01, 1.9319145335855443, 0.5887999686775053, 7.395231680105942e-05, -9.29959082497764e-07, 2.600350474702979e-07, -3.837659028949186e-05, 0.0, 0.0
7.02, 1.9319163958289784, 0.5887999686713865, 7.420406233879118e-05, -9.317941888331278e-07, 2.599357756888374e-07, -3.8375662907871904e-05, 0.0, 0.0
7.03, 1.9319182580620542, 0.5887999686652748, 7.445607374622196e-05, -9.336295712857013e-07, 2.598365036756693e-07, -3.837473717078063e-05, 0.0, 0.0
7.04, 1.9319201202847691, 0.5887999686591703, 7.470835089828332e-05, -9.354656826943955e-07, 2.5973721214827324e-07, -3.83738128822181e-05, 0.0, 0.0
7.05, 1.931921982497119, 0.5887999686530728, 7.496089352446565e-05, -9.373021591009437e-07, 2.596379199869916e-07, -3.837289020571038e-05, 0.0, 0.0
7.06, 1.9319238446990994, 0.5887999686469825, 7.521370146382093e-05, -9.391391095043373e-07, 2.5953858953371707e-07, -3.837196888804762e-05, 0.0, 0.0
7.07, 1.9319257068907068, 0.5887999686408992, 7.546677453058021e-05, -9.409765279578088e-07, 2.594392979728649e-07, -3.837104913108567e-05, 0.0, 0.0
7.08, 1.9319275690719377, 0.5887999686348232, 7.572011246551042e-05, -9.428142824492269e-07, 2.593399152733666e-07, -3.837013080451522e-05, 0.0, 0.0
7.09, 1.9319294312427893, 0.5887999686287543, 7.597371505597174e-05, -9.446525756494253e-07, 2.5924057566718785e-07, -3.836921406698831e-05, 0.0, 0.0
7.1, 1.9319312934032575, 0.5887999686226927, 7.622758213030136e-05, -9.464913165723203e-07, 2.591411617642426e-07, -3.836829872645397e-05, 0.0, 0.0
7.11, 1.9319331555533379, 0.588799968616638, 7.648171354438604e-05, -9.483304366398205e-07, 2.5904176543175743e-07, -3.83673847761533e-05, 0.0, 0.0
7.12, 1.9319350176930286, 0.5887999686105904, 7.673610908263015e-05, -9.501700566475521e-07, 2.589423812565837e-07, -3.8366472415958307e-05, 0.0, 0.0
7.13, 1.931936879822325, 0.5887999686045499, 7.699076848615092e-05, -9.520102186891494e-07, 2.588429782314219e-07, -3.836556158301391e-05, 0.0, 0.0
7.14, 1.9319387419412228, 0.5887999685985169, 7.724569157594513e-05, -9.53850733279954e-07, 2.5874352962463385e-07, -3.836465215127509e-05, 0.0, 0.0
7.15, 1.9319406040497182, 0.5887999685924911, 7.750087813302037e-05, -9.556916879623523e-07, 2.5864406936372615e-07, -3.836374417830572e-05, 0.0, 0.0
7.16, 1.9319424661478095, 0.5887999685864723, 7.775632803292535e-05, -9.575330577496857e-07, 2.5854458867072357e-07, -3.83628376167614e-05, 0.0, 0.0
7.17, 1.9319443282354927, 0.5887999685804607, 7.80120410201307e-05, -9.593750056215015e-07, 2.5844511654106147e-07, -3.836193270776315e-05, 0.0, 0.0
7.18, 1.9319461903127624, 0.5887999685744564, 7.826801686984657e-05, -9.612173332391397e-07, 2.5834560074556174e-07, -3.836102916046484e-05, 0.0, 0.0
7.19, 1.931948052379617, 0.5887999685684592, 7.852425542596301e-05, -9.630600637071927e-07, 2.582460662279403e-07, -3.836012709288605e-05, 0.0, 0.0
7.2, 1.931949914436052, 0.5887999685624692, 7.878075644328812e-05, -9.649033328713137e-07, 2.5814653130130194e-07, -3.835922663701473e-05, 0.0, 0.0
7.21, 1.9319517764820637, 0.5887999685564864, 7.903751971444427e-05, -9.667470091006853e-07, 2.5804699218776614e-07, -3.835832748339501e-05, 0.0, 0.0
7.22, 1.9319536385176495, 0.588799968550511, 7.929454511736446e-05, -9.685911658930204e-07, 2.5794745157646264e-07, -3.835742998732548e-05, 0.0, 0.0
7.23, 1.9319555005428042, 0.5887999685445426, 7.955183240585934e-05, -9.704357207059478e-07, 2.5784786132466113e-07, -3.83565337609884e-05, 0.0, 0.0
7.24, 1.9319573625575253, 0.5887999685385817, 7.980938136077524e-05, -9.722807828921797e-07, 2.577482696153514e-07, -3.835563908905994e-05, 0.0, 0.0
7.25, 1.9319592245618091, 0.588799968532628, 8.006719180345808e-05, -9.74126302347644e-07, 2.576486617232248e-07, -3.8354745984419533e-05, 0.0, 0.0
7.26, 1.9319610865556511, 0.5887999685266816, 8.032526350995851e-05, -9.75972096659228e-07, 2.5754900971772223e-07, -3.8353854146055144e-05, 0.0, 0.0
7.27, 1.9319629485390486, 0.5887999685207423, 8.05835963165492e-05, -9.778183924681746e-07, 2.574493727114164e-07, -3.835296383849731e-05, 0.0, 0.0
7.28, 1.9319648105119993, 0.5887999685148104, 8.08421900150182e-05, -9.796653114742802e-07, 2.573497171868833e-07, -3.8352075114454175e-05, 0.0, 0.0
7.29, 1.9319666724744975, 0.5887999685088857, 8.110104438521169e-05, -9.81512589625066e-07, 2.5725005182373894e-07, -3.8351187801457585e-05, 0.0, 0.0
7.3, 1.9319685344265407, 0.5887999685029683, 8.136015926794454e-05, -9.83360341498936e-07, 2.571503873535418e-07, -3.835030198647829e-05, 0.0, 0.0
7.31, 1.9319703963681243, 0.5887999684970583, 8.161953446916386e-05, -9.852084740339393e-07, 2.570506545046584e-07, -3.834941740186945e-05, 0.0, 0.0
7.32, 1.931972258299246, 0.5887999684911556, 8.18791697919177e-05, -9.87057077047064e-07, 2.569509400962481e-07, -3.8348534628874726e-05, 0.0, 0.0
7.33, 1.9319741202199014, 0.58879996848526, 8.213906495113657e-05, -9.889061364466907e-07, 2.568512327834057e-07, -3.834765309970496e-05, 0.0, 0.0
7.34, 1.9319759821300868, 0.5887999684793717, 8.239921979742685e-05, -9.907556800783023e-07, 2.5675148254926253e-07, -3.834677297405964e-05, 0.0, 0.0
7.35, 1.9319778440297992, 0.5887999684734909, 8.265963417774291e-05, -9.92605499562524e-07, 2.5665171449024444e-07, -3.834589450326932e-05, 0.0, 0.0
7.36, 1.9319797059190351, 0.5887999684676175, 8.292030784300521e-05, -9.944559307193508e-07, 2.565519349671284e-07, -3.834501736634361e-05, 0.0, 0.0
7.37, 1.9319815677977905, 0.5887999684617513, 8.318124061379225e-05, -9.963068234186841e-07, 2.564521286723078e-07, -3.834414173909413e-05, 0.0, 0.0
7.38, 1.9319834296660618, 0.5887999684558926, 8.344243227470185e-05, -9.9815811757076e-07, 2.563523116080258e-07, -3.834326744365694e-05, 0.0, 0.0
7.39, 1.9319852915238451, 0.5887999684500411, 8.3703882649339e-05, -1.0000097315068844e-06, 2.5625250314891576e-07, -3.834239486739909e-05, 0.0, 0.0
7.4, 1.9319871533711384, 0.588799968444197, 8.396559154180328e-05, -1.0018619502125527e-06, 2.561526835700724e-07, -3.834152364535328e-05, 0.0, 0.0
7.41, 1.9319890152079369, 0.5887999684383604, 8.422755874866227e-05, -1.003714574069123e-06, 2.560527920258953e-07, -3.8340653748646535e-05, 0.0, 0.0
7.42, 1.9319908770342369, 0.5887999684325309, 8.448978405015584e-05, -1.005567613241126e-06, 2.559529099403708e-07, -3.8339785407387564e-05, 0.0, 0.0
7.43, 1.9319927388500353, 0.5887999684267089, 8.475226725630047e-05, -1.0074210716754645e-06, 2.558530599068407e-07, -3.833891846875592e-05, 0.0, 0.0
7.44, 1.9319946006553284, 0.5887999684208944, 8.501500817912704e-05, -1.009274992764403e-06, 2.5575316496367625e-07, -3.83380531851021e-05, 0.0, 0.0
7.45, 1.9319964624501131, 0.5887999684150872, 8.52780066510959e-05, -1.0111294180076497e-06, 2.556532400765622e-07, -3.833718901773137e-05, 0.0, 0.0
7.46, 1.9319983242343846, 0.5887999684092875, 8.554126244283367e-05, -1.0129841856185238e-06, 2.555533176312967e-07, -3.833632651495268e-05, 0.0, 0.0
7.47, 1.9320001860081402, 0.5887999684034951, 8.580477536131601e-05, -1.0148394047624146e-06, 2.5545336052575815e-07, -3.833546538945107e-05, 0.0, 0.0
7.48, 1.9320020477713773, 0.5887999683977103, 8.606854522062825e-05, -1.0166951204110524e-06, 2.553534028361463e-07, -3.833460569639515e-05, 0.0, 0.0
7.49, 1.932003909524091, 0.5887999683919327, 8.633257182930888e-05, -1.0185513581995303e-06, 2.552534753307399e-07, -3.833374762584222e-05, 0.0, 0.0
7.5, 1.9320057712662775, 0.5887999683861628, 8.659685493922e-05, -1.0204079302288626e-06, 2.5515345887317075e-07, -3.833289089752759e-05, 0.0, 0.0
7.51, 1.9320076329979334, 0.5887999683804002, 8.686139436557116e-05, -1.0222648960852556e-06, 2.55053460541839e-07, -3.8332035594347035e-05, 0.0, 0.0
7.52, 1.9320094947190565, 0.5887999683746449, 8.712618998796795e-05, -1.0241223127197354e-06, 2.549534518425868e-07, -3.833118167391383e-05, 0.0, 0.0
7.53, 1.9320113564296424, 0.5887999683688974, 8.739124152279592e-05, -1.0259803270011472e-06, 2.5485341727272067e-07, -3.833032932223411e-05, 0.0, 0.0
7.54, 1.932013218129687, 0.588799968363157, 8.765654886044275e-05, -1.0278386231884866e-06, 2.5475338898252305e-07, -3.832947838572306e-05, 0.0, 0.0
7.55, 1.9320150798191882, 0.5887999683574242, 8.792211178632185e-05, -1.0296974875948818e-06, 2.546532878877938e-07, -3.832862871407351e-05, 0.0, 0.0
7.56, 1.9320169414981405, 0.5887999683516989, 8.81879300164814e-05, -1.0315566381651647e-06, 2.545532375172599e-07, -3.832778069286077e-05, 0.0, 0.0
7.57, 1.9320188031665415, 0.588799968345981, 8.84540033970619e-05, -1.0334163200048934e-06, 2.544531814089282e-07, -3.8326934093684744e-05, 0.0, 0.0
7.58, 1.9320206648243876, 0.5887999683402708, 8.872033180277942e-05, -1.0352763936118884e-06, 2.5435308217963484e-07, -3.832608892734892e-05, 0.0, 0.0
7.59, 1.9320225264716755, 0.588799968334568, 8.898691501577623e-05, -1.0371369730155413e-06, 2.5425294142806474e-07, -3.832524511654577e-05, 0.0, 0.0
7.6, 1.9320243881084014, 0.5887999683288727, 8.92537527603586e-05, -1.0389979751350658e-06, 2.541528098898804e-07, -3.8324402865127184e-05, 0.0, 0.0
7.61, 1.932026249734562, 0.588799968323185, 8.952084491194955e-05, -1.040859418181318e-06, 2.5405266634070615e-07, -3.8323561919002735e-05, 0.0, 0.0
7.62, 1.9320281113501523, 0.5887999683175047, 8.97881912820225e-05, -1.0427212557241258e-06, 2.539524760557911e-07, -3.832272238532102e-05, 0.0, 0.0
7.63, 1.9320299729551713, 0.5887999683118319, 9.005579166323389e-05, -1.0445835945935343e-06, 2.538522982102088e-07, -3.832188441085145e-05, 0.0, 0.0
7.64, 1.9320318345496135, 0.5887999683061668, 9.03236458330891e-05, -1.0464462988031607e-06, 2.5375214083232214e-07, -3.8321047951078046e-05, 0.0, 0.0
7.65, 1.9320336961334759, 0.5887999683005091, 9.059175364317372e-05, -1.0483094446416441e-06, 2.536519277928021e-07, -3.832021268913398e-05, 0.0, 0.0
7.66, 1.9320355577067552, 0.5887999682948589, 9.086011488829516e-05, -1.050173111050883e-06, 2.5355169144694687e-07, -3.831937894456456e-05, 0.0, 0.0
7.67, 1.9320374192694478, 0.5887999682892163, 9.112872930821888e-05, -1.0520370892192854e-06, 2.53451486448956e-07, -3.831854671112343e-05, 0.0, 0.0
7.68, 1.9320392808215496, 0.5887999682835814, 9.139759679376696e-05, -1.0539015808474323e-06, 2.533512587083779e-07, -3.831771591187945e-05, 0.0, 0.0
7.69, 1.9320411423630586, 0.588799968277954, 9.166671710613143e-05, -1.0557665307623352e-06, 2.5325098731879604e-07, -3.8316886524493176e-05, 0.0, 0.0
7.7, 1.9320430038939698, 0.5887999682723342, 9.193609005894539e-05, -1.0576319086466927e-06, 2.531507014268802e-07, -3.831605850845129e-05, 0.0, 0.0
7.71, 1.93204486541428, 0.5887999682667219, 9.220571546904266e-05, -1.0594976546522466e-06, 2.5305040493731167e-07, -3.831523193710353e-05, 0.0, 0.0
7.72, 1.932046726923986, 0.5887999682611172, 9.24755931750618e-05, -1.0613639205601184e-06, 2.529501003884347e-07, -3.8314406815394834e-05, 0.0, 0.0
7.73, 1.9320485884230842, 0.5887999682555202, 9.274572292775413e-05, -1.0632305772885855e-06, 2.528497717557564e-07, -3.8313583164815866e-05, 0.0, 0.0
7.74, 1.9320504499115712, 0.5887999682499306, 9.301610457091397e-05, -1.065097702956095e-06, 2.527494412899464e-07, -3.831276080263264e-05, 0.0, 0.0
7.75, 1.9320523113894434, 0.5887999682443488, 9.328673789068118e-05, -1.066965257756462e-06, 2.5264911078388874e-07, -3.831193997792462e-05, 0.0, 0.0
7.76, 1.9320541728566958, 0.5887999682387746, 9.355762269493118e-05, -1.0688331286488168e-06, 2.525487273347872e-07, -3.831112065460689e-05, 0.0, 0.0
7.77, 1.9320560343133266, 0.588799968233208, 9.38287587838616e-05, -1.0707014130452279e-06, 2.5244836030666785e-07, -3.831030259494635e-05, 0.0, 0.0
7.78, 1.9320578957593335, 0.5887999682276491, 9.410014595263275e-05, -1.0725703255845488e-06, 2.523479623250915e-07, -3.830948599004632e-05, 0.0, 0.0
7.79, 1.932059757194711, 0.5887999682220976, 9.437178407642539e-05, -1.074439691631327e-06, 2.522475757822936e-07, -3.830867084550989e-05, 0.0, 0.0
7.8, 1.9320616186194555, 0.588799968216554, 9.464367292979391e-05, -1.0763093959409431e-06, 2.52147166314305e-07, -3.830785694497929e-05, 0.0, 0.0
7.81, 1.9320634800335639, 0.588799968211018, 9.491581232043861e-05, -1.0781795373455538e-06, 2.5204672598459815e-07, -3.8307044704639185e-05, 0.0, 0.0
7.82, 1.932065341437033, 0.5887999682054897, 9.518820203509891e-05, -1.0800500578419419e-06, 2.5194629571612145e-07, -3.830623385623798e-05, 0.0, 0.0
7.83, 1.932067202829859, 0.588799968199969, 9.54608419090857e-05, -1.0819210870571295e-06, 2.51845821244651e-07, -3.8305424392663285e-05, 0.0, 0.0
7.84, 1.9320690642120388, 0.5887999681944559, 9.573373176803754e-05, -1.0837924898410062e-06, 2.517453882464531e-07, -3.830461641399767e-05, 0.0, 0.0
7.85, 1.9320709255835689, 0.5887999681889506, 9.600687138913078e-05, -1.0856643271492882e-06, 2.516448807488919e-07, -3.8303809688464336e-05, 0.0, 0.0
7.86, 1.9320727869444454, 0.5887999681834529, 9.628026058343782e-05, -1.0875366912285256e-06, 2.515443701489184e-07, -3.830300454052659e-05, 0.0, 0.0
7.87, 1.9320746482946647, 0.588799968177963, 9.655389914561337e-05, -1.089409354098161e-06, 2.514438408822039e-07, -3.830220058909487e-05, 0.0, 0.0
7.88, 1.932076509634224, 0.5887999681724807, 9.682778690419973e-05, -1.0912825316795232e-06, 2.513433353826037e-07, -3.8301398234399055e-05, 0.0, 0.0
7.89, 1.9320783709631189, 0.5887999681670062, 9.710192368481907e-05, -1.0931561723945943e-06, 2.512427832991391e-07, -3.830059717992012e-05, 0.0, 0.0
7.9, 1.9320802322813455, 0.5887999681615393, 9.737630925037474e-05, -1.0950300744073764e-06, 2.51142244464232e-07, -3.82997976898299e-05, 0.0, 0.0
7.91, 1.9320820935889023, 0.5887999681560804, 9.765094343363402e-05, -1.096904609312687e-06, 2.510416384191901e-07, -3.829899946450407e-05, 0.0, 0.0
7.92, 1.9320839548857847, 0.588799968150629, 9.792582604022532e-05, -1.098779473548419e-06, 2.5094106723318775e-07, -3.8298202748371326e-05, 0.0, 0.0
7.93, 1.9320858161719892, 0.5887999681451854, 9.820095688102642e-05, -1.1006548069490056e-06, 2.5084049258261396e-07, -3.8297407518253615e-05, 0.0, 0.0
7.94, 1.932087677447512, 0.5887999681397497, 9.84763357847572e-05, -1.102530545879233e-06, 2.507398556340713e-07, -3.8296613499087876e-05, 0.0, 0.0
7.95, 1.9320895387123502, 0.5887999681343217, 9.875196253955687e-05, -1.104406741963144e-06, 2.5063924932586644e-07, -3.829582098645438e-05, 0.0, 0.0
7.96, 1.9320913999664995, 0.5887999681289012, 9.902783701360903e-05, -1.106283312151177e-06, 2.505386060014798e-07, -3.829502982158681e-05, 0.0, 0.0
7.97, 1.9320932612099575, 0.5887999681234887, 9.930395894348379e-05, -1.108160366491398e-06, 2.504379814812297e-07, -3.8294240234487966e-05, 0.0, 0.0
7.98, 1.9320951224427196, 0.5887999681180839, 9.958032817772912e-05, -1.1100377817352001e-06, 2.503372927000373e-07, -3.8293451800036355e-05, 0.0, 0.0
7.99, 1.9320969836647832, 0.5887999681126871, 9.985694449198591e-05, -1.1119156660687488e-06, 2.5023659137639605e-07, -3.829266493417358e-05, 0.0, 0.0
8.0, 1.932098844876145, 0.5887999681072976, 0.00010013380774492532, -1.1137940283402448e-06, 2.5013592603485163e-07, -3.82918793081309e-05, 0.0, 0.0
8.01, 1.9321007060768007, 0.5887999681019161, 0.00010041091776081428, -1.115672829968869e-06, 2.500352385022671e-07, -3.8291095336143836e-05, 0.0, 0.0
